Word,Normalized Score,Unique Letter Count,Unique Letters
Yowlers,2.565,7,elorswy
Yowling,2.639,7,gilnowy
Yowlring,2.708,8,gilnorwy
Yowls,2.398,5,loswy
Yows,2.303,4,oswy
Yowt,2.303,4,otwy
Yox,2.565,3,oxy
Yperite,2.485,6,eiprty
Yperites,2.565,7,eiprsty
Ypocras,2.639,7,acoprsy
Yponomeuta,2.833,9,aemnoptuy
Yponomeutid,2.944,10,deimnoptuy
Yponomeutidae,3.045,11,adeimnoptuy
Ypsiliform,2.996,9,filmoprsy
Ypsiloid,2.639,7,dilopsy
Ypurinan,2.565,7,ainpruy
Yquem,2.944,5,emquy
Yrbk,2.565,4,bkry
Yrs,1.792,3,rsy
Yuan,1.946,4,anuy
Yuans,2.079,5,ansuy
Yuapin,2.398,6,ainpuy
Yuca,2.197,4,acuy
Yucatec,2.639,6,acetuy
Yucatecan,2.773,7,acentuy
Yucateco,2.708,7,aceotuy
Yuch,2.485,4,chuy
Yuchi,2.565,5,chiuy
Yuck,2.565,4,ckuy
Yucked,2.773,6,cdekuy
Yuckel,2.708,6,cekluy
Yucker,2.708,6,cekruy
Yucky,2.833,4,ckuy
Yuckier,2.773,7,ceikruy
Yuckiest,2.833,8,ceikstuy
Yucking,2.833,7,cgiknuy
Yuckle,2.708,6,cekluy
Yucks,2.639,5,cksuy
Yuechi,2.639,6,cehiuy
Yuft,2.303,4,ftuy
Yug,1.946,3,guy
Yuga,2.079,4,aguy
Yugada,2.398,5,adguy
Yugas,2.197,5,agsuy
Yugoslav,2.708,8,aglosuvy
Yugoslavia,2.833,9,agilosuvy
Yugoslavian,2.89,10,agilnosuvy
Yugoslavians,2.944,10,agilnosuvy
Yugoslavic,2.944,10,acgilosuvy
Yugoslavs,2.773,8,aglosuvy
Yuh,2.197,3,huy
Yuit,1.946,4,ituy
Yuk,2.303,3,kuy
Yukaghir,2.944,8,aghikruy
Yukata,2.565,5,aktuy
Yuke,2.398,4,ekuy
Yuki,2.398,4,ikuy
Yukian,2.565,6,aiknuy
Yukon,2.485,5,knouy
Yuks,2.398,4,ksuy
Yulan,2.079,5,alnuy
Yulans,2.197,6,alnsuy
Yule,1.946,4,eluy
Yuleblock,2.996,8,bceklouy
Yules,2.079,5,elsuy
Yuletide,2.485,7,deiltuy
Yuletides,2.565,8,deilstuy
Yum,2.079,3,muy
Yuma,2.197,4,amuy
Yuman,2.303,5,amnuy
Yun,1.792,3,nuy
Yunca,2.303,5,acnuy
Yuncan,2.398,5,acnuy
Yungan,2.303,5,agnuy
Yunker,2.565,6,eknruy
Yup,2.079,3,puy
Yupon,2.303,5,nopuy
Yupons,2.398,6,nopsuy
Yurak,2.485,5,akruy
Yurok,2.485,5,koruy
Yurt,1.946,4,rtuy
Yurta,2.079,5,artuy
Yurts,2.079,5,rstuy
Yurucare,2.565,6,aceruy
Yurucarean,2.708,7,acenruy
Yurucari,2.565,6,aciruy
Yurujure,2.89,5,ejruy
Yuruk,2.485,4,kruy
Yuruna,2.197,5,anruy
Yurupary,2.773,5,apruy
Yus,1.792,3,suy
Yusdrum,2.565,6,dmrsuy
Yustaga,2.398,6,agstuy
