Word,Normalized Score,Unique Letter Count,Unique Letters
Fanam,2.303,4,afmn
Fanatic,2.485,6,acfint
Fanatical,2.639,7,acfilnt
Fanaticise,2.708,8,acefinst
Fanaticised,2.833,9,acdefinst
Fanaticising,2.89,8,acfginst
Fanaticism,2.833,8,acfimnst
Fanaticize,3.178,8,acefintz
Fanaticized,3.258,9,acdefintz
Fanaticizing,3.296,8,acfgintz
Fanatico,2.565,7,acfinot
Fanatics,2.565,7,acfinst
Fanatism,2.565,7,afimnst
Fanback,2.89,6,abcfkn
Fanbearer,2.639,6,abefnr
Fancy,2.565,5,acfny
Fanciable,2.773,8,abcefiln
Fancical,2.708,6,acfiln
Fancied,2.565,7,acdefin
Fancier,2.485,7,acefinr
Fanciers,2.565,8,acefinrs
Fancies,2.485,7,acefins
Fanciest,2.565,8,acefinst
Fancify,2.89,6,acfiny
Fanciful,2.773,7,acfilnu
Fancying,2.833,7,acfginy
Fancily,2.708,7,acfilny
Fancymonger,3.091,10,acefgmnory
Fancysick,3.135,8,acfiknsy
Fancywork,3.178,9,acfknorwy
Fand,2.079,4,adfn
Fandangle,2.639,7,adefgln
Fandango,2.565,6,adfgno
Fandangos,2.639,7,adfgnos
Fandom,2.485,6,adfmno
Fandoms,2.565,7,adfmnos
Fane,1.946,4,aefn
Fanega,2.303,5,aefgn
Fanegada,2.565,6,adefgn
Fanegadas,2.639,7,adefgns
Fanegas,2.398,6,aefgns
Fanes,2.079,5,aefns
Fanfarade,2.773,6,adefnr
Fanfare,2.565,5,aefnr
Fanfares,2.639,6,aefnrs
Fanfaron,2.639,5,afnor
Fanfaronade,2.89,7,adefnor
Fanfaronading,3.045,8,adfginor
Fanfarons,2.708,6,afnors
Fanfish,2.773,6,afhins
Fanfishes,2.89,7,aefhins
Fanflower,2.89,8,aeflnorw
Fanfold,2.639,6,adflno
Fanfolds,2.708,7,adflnos
Fang,2.079,4,afgn
Fanga,2.197,4,afgn
Fangas,2.303,5,afgns
Fanged,2.398,6,adefgn
